Key,English,Japanese,SChinese,TChinese
OrientalShamanWinTaskSetting,Oriental shaman was clear task win,タスクを完了しないと勝利できない,阴阳师不完成所有任务就不能获胜,陰陽師不完成所有任務就不能獲勝
OrientalShamanCreateShermansServantSetting,Sherman's servant can be appointed,式神を指名出来る,阴阳师可以招募一名式神,陰陽師可以指名一位式神
OrientalShamanCreateShermansServantCoolSetting,Sherman's servant nomination cool time,式神指名のクールタイム,招募式神冷却,指名式神冷卻時間
OrientalShamanShermansServantButtoonName,Nominate Sherman's servant,式神指名,指名式神,指名式神
ShermansServantName,Sherman's Servant,式神,式神,式神
ShermansServantTitle1,This body is for my Lord,この身は我が主のために有り,此身为吾主所有,此身皆為吾主所用
ShermansServantDescription,It is a sidekick to the Oriental shaman.\nIt is possible to transform into the form of an Oriental shaman.\nThe Sherman's servant is basically judged as a crew， so take advantage of this to protect the Oriental shaman.,陰陽師のサイドキックです。\n陰陽師の姿に変身することが出来ます。\n式神は基本的にクルーと判定されるので、それを生かして陰陽師を守りましょう。,式神由阴阳师招募而出现。\n式神可以化形为阴阳师。\n式神会被判定为船员阵营，需要保护阴阳师。,式神由陰陽師招募而出現。\n式神可以化形為陰陽師。\n式神會被判定為船員陣營，需要保護陰陽師。
ShermansServantTransformationCoolTimeSetting,Sherman's servant's transformation cool time,式神の変身クールタイム,式神化形冷却,式神化形冷卻時間
ShermansServantSuicideCoolTimeSetting,Sherman's servant suicide cool time,式神の自決クールタイム,式神自杀冷却,式神自殺冷卻時間
ShermansServantTransformationButtonName,Metamorphosis,変身,化形,化形
BalancerName,Balancer,天秤,大神官,阿努比斯
BalancerTitle1,(x+y)/2,(x+y)/2,审判他人罪孽的轻重,審判罪孽的輕重
BalancerTitleTextEither,Put it one way or the other.,どちらかに入れろ,到底要选哪个呢,誰的罪孽更深呢
BalancerTitleTextAverage,Seek balance.,バランスを求めよ。,寻求平衡,尋求平衡
BalancerTitleTextYouVoteEither,Which way do you want to vote it?,どっちに入れる？,要投给谁？,要投給誰？
BalancerTitleTextEitherExile,Which way do you want to exile it?,どっちを追放する？,要放逐谁？,要放逐誰？
BalancerTitleTextWhoIsImpostor,Which is the Imposter? Or the other...,インポスターはどっちだ？それとも他か...,内鬼在这边？还是那边呢……,他是內鬼？還是他才是內鬼...
BalancerDoubleExileText,Both were exiled.,どちらも追放された。,二者一同放逐,兩者一同放逐
BalancerVoteTime,Votetime,天秤の投票時間,审判时间,阿努比斯的審判時間
PteranodonName,Pteranodon,プテラノドン,鸟人,無齒翼龍
PteranodonTitle1,PtePte,プテプテ,一飞冲天啊，我,翼~翼~
PteranodonButtonName,Juump!!,ジャーンプ！,飞跃,起飛！

#ConfigRoles
IsNotUsingBlood,Make the blood expression black.,血液表現を黒にする,和谐血液显示,血液黑色表示
IsLightAndDarker,Show light and darker,明暗を表示する,显示颜色深浅,顯示顏色深淺

#SettingMatchTag
SettingMatchTag,<color=#a9ceec>Match making Tag</color> Settings,<color=#93b69c>マッチメイキング タグ</color>の設定

BeginnerTag,Beginner,初心者
IntermediateTag,Intermediate,中級者
AdvancedTag,Advanced,上級者
CompetenceIsNotRequiredTag,Competence is not required.,実力不問

SeriousTag,Serious Players,ガチ勢
EnjoyTag,Enjoyers,エンジョイ勢

SeriousnessTag,Seriousness Play,真剣プレイ
WelcomeBeginnerTag,,初心者歓迎

NowRecordingTag,Now Recording,撮影中
NowBeingDeliveredTag,Now Being Delivered,配信中
OKForRecordingTag,OK for Recording,撮影OK
OKForBeingDeliveredTag,OK for Recording,配信OK
NoRecordingTag,No Recording,撮影NG
NoBeingDeliveredTag,No Recording,配信NG

FreeChatTag,FreeChat Only,フリーチャットのみ
QuickChatTag,QuickChat Only,クイックチャットのみ
VoiceChatTag,VoiceChat,VC
BetterCrewLinkTag,Use BetterCrewLink,近アモ
CanListenOnlyTag,Listen only OK,聞き専可
FullVCOnlyTag,Always use voice chat,聞き専不可

SheriffAndMadRegulationTag,Regulation with Sheriff and Madrole,シェリマ
NeutralKillerRegulationTag,Regulation with neutral killer,第三キル人外入り
VillageForOutsidersRegulationTag,Regulation for outsiders  village,人外村
ManyRolesRegulationTag,Regulation with many roles,多役
WerewolfMoonlightRegulationTag,Werewolf Moonlight Regulation,月下
DarkPotRegulationTag,Dark pot,闇鍋
OthersRegulationTag,Others regulation,その他レギュ
TryingOutRolesRegulationTag,Trying out a roles.,役職お試し中
AmusementRegulationTag,Amusement regulation,お遊びレギュ
RegulationAdjustedTag,Adjusted,レギュ調整中

FeatureAdminLimitTag,Admin Use Restrictions,アドミン使用制限
FeatureCanNotUseAdminTag,Admin use prohibited,アドミン禁止

DebugNewRolesTag,New Roles,新役職
DebugNewFeaturesTag,New Features,新機能
DebugAddFeaturesTag,Add Features,機能追加
DebugChangeTag,Change,仕様変更
DebugBugFixTag,Fix Bug,バグ修正
DebugOthersTag,Others,その他(デバッグ)

# Other
WelcomeMessage1,Welcome to SuperNewRoles!,SuperNewRolesへようこそ！,欢迎游玩Super New Roles（超新职业）！,歡迎遊玩Super New Roles（超新執業）！
WelcomeMessage2,You can play a variety of modes and different hard on any model with SuperNewRoles!,SuperNewRolesを使用することで、様々なモードや様々な役職をどの機種でも遊べます！,您可以在超新职业体验各种不同的模式和职业！,您可以在超新職業體驗各種不同的模式和職業！
WelcomeMessage3,Please visit the official wiki for a detailed description of the roles and modes!,役職やモードの詳しい説明については公式wikiを御覧ください！,有关模式和职业的详细描述请查看汉化组职业介绍！,有關模式和職業的詳細描述請查看SNR官方wiki的職業介紹！
WelcomeMessage4,SuperNewRoles Official Wiki,SuperNewRoles公式Wiki:,超新职业职业介绍:,超新職業職業介紹：,
WelcomeMessage5,https://wikiwiki.jp/amas-snr(Japanese),https://wikiwiki.jp/amas-snr,https://amonguscn.club（中文），https://wikiwiki.jp/amas-snr（日文）,https://wikiwiki.jp/amas-snr,https://amonguscn.club（簡體中文），https://wikiwiki.jp/amas-snr（日文）
WelcomeMessage6,You will get the information if you run the command.,コマンドを実行して、情報を取得できます。,你可以通过输入命令来获取信息。,您可以通過輸入命令來獲取訊息。
WelcomeMessage7,Send this command if you want to see a list of commands.,コマンド一覧を表示するにはこのコマンドを送信してください。,发送此命令以获取命令列表信息。,發送此命令以獲取命令列表訊息。
WelcomeMessage8,[/commands] or [/cmd],/commands 又は /cmd,/commands 或者 /cmd,/commands 或 /cmd
CommandsMessage0,Commands in the command list:\n() are also possible.\nIt is not case sensitive.,コマンド一覧:\n()の中にあるコマンドでも可能です。\n大文字と小文字は区別されません。,命令列表:\n也可以发送()中的命令。\n不区分大小写。,命令列表；\n也可以發送()中的命令。\n不區分大小寫。
CommandsMessage1,/commands (/cmd) : \nDisplays a list of commands. (This command.),/commands (/cmd) : \nコマンド一覧を表示します。(このコマンドです),/commands (/cmd) : \n显示命令列表。(当前命令),/commands (/cmd) : \n 顯示命令列表。(當前命令)
CommandsMessage2,/version (/v) : \nShow SuperNewRoles Version.,/version (/v) ：\nバージョンを表示します。,/version (/v) ： \n显示模组版本号。,/version (/v) : \n顯示模組版本號。
CommandsMessage3,/discord (/dc) : \nShow the link to the Official Discord.,/discord (/dc) ：\n公式Discordへのリンクを表示します。,/discord (/dc) ： \n显示指向官方的Discord的链接。,/discord (/dc) : \n顯示SNR官方的Discord連結。
CommandsMessage4,/twitter (/tw) : \nShow the link to the Official Twitter.,/twitter (/tw) ：\n公式Twitterと開発状況Twitterへのリンクを表示します。,/twitter (/tw) ： \n显示指向官方Twitter和开发状态Twitter的链接。,/twitter (/tw) : \n顯示SNR官方Twitter和開方狀態Twitter的連結。
CommandsMessage5,/GetInRoles (/gr) ： Displays all activate roles.(Send to all player when you're hosts.),/GetInRoles (/gr) ： \n入っているすべての役職を表示します。(ホストの場合は全員に送信します),/GetInRoles (/gr) ： \n显示所有激活的职业。(如果你是主持人将推送给房间内所有玩家),/GetInRoles (/gr) : \n顯示所有啟用的職業。(如果你是主持人將推送給房間內的所有玩家)
CommandsMessage6,/GetInRoles myplayer ([/gr mp] or [/gr myp]) : \nDisplays all activate roles only you.(Send only to yourself even if you are the host.),/GetInRoles myplayer (/gr mp もしくは /gr myp) ： \n入っているすべての役職を表示します。(ホストでも自分のみに送信します),/GetInRoles myplayer (/gr mp 或者 /gr myp) ： \n显示所有激活的职业，仅自己可见。,/GetInRoles myplayer (/gr mp 或 /gr myp) : \n顯示所有啟用的職業，僅自己可見。
CommandsMessage7,/AllRoles (/ar) : \nDisplays all activate roles' description and settings.(Send to all player when you're hosts.)\nTransmitted at 1.5 second intervals.,/AllRoles (/ar) ： \n入っている全役職の説明と設定が確認できます。\n(ホストが実行すると全員に送信します)\n1.5秒間隔で送信されます。,/AllRoles (/ar) ： \n显示所有激活职业的职业描述和设置。\n(如果你是主持人将推送给房间内所有玩家)\n每1.5秒发送一个。,/AllRoles (/ar) ： \n顯示所有啟用職業的職業描述與設置。\n(如果你是主持人將推送給房間內的所有玩家)\n每1.5秒發送一個。
CommandsMessage8,/AllRoles [transmission interval] (/ar [transmission interval]): \nAdditional transmission intervals can be specified for /AllRoles.,/AllRoles [送信間隔] (/ar [送信間隔]) ： \n/AllRolesに+で送信間隔を指定できます。,/AllRoles [发送间隔] (/ar [发送间隔]) ： \n你可以在/AllRoles后添加指定发送间隔时间,/AllRoles [發送間隔] (/ar [發送間隔]) ： \n妳可以在/AllRoles後添加指定發送間隔時間
CommandsMessage9,/AllRoles [send interval] myplayer (/ar [send interval] (mp or myp)): \nAdd to /AllRoles [send interval] and send only to yourself even if you are the host.,/AllRoles [送信間隔] myplayer (/ar [送信間隔] (mp もしくは myp)) ： \n/AllRoles [送信間隔]に+で、ホストでも自分のみに送信されます。,/AllRoles [发送间隔] myplayer (/ar [发送间隔] (mp 或者 myp)) ： \n你可以在/AllRoles [发送间隔]后添加指令发送，仅自己可见。,/AllRoles [發送間隔] myplayer (/ar [發送間隔] (mp 或 myp)) : \n你可以在/AllRoles [發送間隔]後添加指令發送，僅自己可見。
CommandsMessage10,/SaveLog or /sl [string to be attached to file name]：\nSave logs up to the present time in SuperNewRoles/SaveLogFolder.\nYou can arbitrarily change a part of the file name.\nIt can be used even if the string part is not described (/sl，etc. by itself).,/SaveLog 又は /sl + [ファイル名につけたい文字列] ： \nSuperNewRoles/SaveLogFolderに現時点までのログを保存します。\nファイル名の一部を任意で変更できます。\n文字列部分を記載しなくとも(/sl等単体でも)使用可能です。,/SaveLog或/sl + [与文件名对应的字符串]:\n将当前日志保存到默认为SuperNewRoles/SaveLogFolder的文件夹中。\n您可以重命名该文件夹。\n也可以不在指令后输入字符串来使用。,/SaveLog或/sl + [與文件名對應的字符串]:\n將當前日誌保存到默認為SuperNewRoles/SaveLogFolder的資料夾中。\n您可以重新命名該資料夾。\n也可以不在指令後输入字符串來使用。
